
running 2 tests
test fp::tests::test_fp ... ok
test synth::env_generator::tests::test_env ... FAILED

failures:

---- synth::env_generator::tests::test_env stdout ----
0;0,19264221;0;Idl
1;0,19264221;0;Idl
2;0,19264221;0,0118255615;Att
3;0,17764282;0,023529053;Att
4;0,16264343;0,035110474;Att
5;0,14764404;0,046569824;Att
6;0,13264465;0,057907104;Att
7;0,11764526;0,069122314;Att
8;0,102645874;0,08023071;Att
9;0,087646484;0,09121704;Att
10;0,072647095;0,10209656;Att
11;0,057647705;0,11286926;Att
12;0,042648315;0,1235199;Att
13;0,027648926;0,13406372;Att
14;0,012649536;0,14448547;Att
15;-0,0023498535;0,15481567;Att
16;-0,017349243;0,16503906;Att
17;-0,032348633;0,17515564;Att
18;-0,047348022;0,1851654;Att
19;-0,062347412;0,19506836;Att
20;-0,0773468;0,2048645;Att
21;-0,09234619;0,21456909;Att
22;-0,10734558;0,22416687;Att
23;-0,12234497;0,2336731;Att
24;-0,13734436;0,24307251;Att
25;-0,15234375;0,25238037;Att
26;-0,16734314;0,26159668;Att
27;-0,18234253;0,27070618;Att
28;-0,19734192;0,27972412;Att
29;-0,21234131;0,2886505;Att
30;-0,2273407;0,29748535;Att
31;-0,24234009;0,3062439;Att
32;-0,25733948;0,31488037;Att
33;-0,27233887;0,3234558;Att
34;-0,28733826;0,33192444;Att
35;-0,30233765;0,34031677;Att
36;-0,31733704;0,34861755;Att
37;-0,33233643;0,35682678;Att
38;-0,34733582;0,36495972;Att
39;-0,3623352;0,3730011;Att
40;-0,3773346;0,3809662;Att
41;-0,39233398;0,38885498;Att
42;-0,40733337;0,39665222;Att
43;-0,42233276;0,4043579;Att
44;-0,43733215;0,41200256;Att
45;-0,45233154;0,41955566;Att
46;-0,46733093;0,42704773;Att
47;-0,48233032;0,43444824;Att
48;-0,4973297;0,44177246;Att
49;-0,5123291;0,44903564;Att
50;-0,5273285;0,45619202;Att
51;-0,5423279;0,4633026;Att
52;-0,5573273;0,4703369;Att
53;-0,57232666;0,47727966;Att
54;-0,58732605;0,48417664;Att
55;-0,60232544;0,49098206;Att
56;-0,6173248;0,49772644;Att
57;-0,6323242;0,50439453;Att
58;-0,6473236;0,5110016;Att
59;-0,662323;0,51753235;Att
60;-0,6773224;0,5240021;Att
61;-0,6923218;0,53041077;Att
62;-0,70732117;0,53674316;Att
63;-0,72232056;0,5430145;Att
64;-0,73731995;0,5492096;Att
65;-0,75231934;0,5553589;Att
66;-0,7673187;0,5614319;Att
67;-0,7823181;0,56744385;Att
68;-0,7973175;0,5733948;Att
69;-0,8123169;0,57928467;Att
70;-0,8273163;0,5851135;Att
71;-0,8423157;0,59088135;Att
72;-0,85731506;0,59658813;Att
73;-0,87231445;0,60224915;Att
74;-0,88731384;0,60783386;Att
75;-0,90231323;0,6133728;Att
76;-0,9173126;0,6188507;Att
77;-0,932312;0,6242676;Att
78;-0,9473114;0,6296234;Att
79;-0,9623108;0,6349335;Att
80;-0,9773102;0,64019775;Att
81;-0,9923096;0,64538574;Att
82;-1,007309;0,65052795;Att
83;-1,0223083;0,6556244;Att
84;-1,0373077;0,6606598;Att
85;-1,0523071;0,6656494;Att
86;-1,0673065;0,67059326;Att
87;-1,0823059;0,6754761;Att
88;-1,0973053;0,6803131;Att
89;-1,1123047;0,6850891;Att
90;-1,1273041;0,6898346;Att
91;-1,1423035;0,69451904;Att
92;-1,1573029;0,69914246;Att
93;-1,1723022;0,70373535;Att
94;-1,1873016;0,7082825;Att
95;-1,202301;0,71276855;Att
96;-1,2173004;0,7172241;Att
97;-1,2322998;0,72161865;Att
